product_name,product_type,brand,brand_tier,price,price_segment,num_ingredients,num_skin_types,num_effects,complexity_score,has_key_active,skin_dry,skin_sensitive,skin_acne_prone,skin_oily,skin_combination,skin_normal,effect_hydrating,effect_barrier_repair,effect_soothing,effect_sun_protection,effect_acne_control,effect_brightening,effect_exfoliating,effect_anti-aging,effect_anti_aging,effect_general_skincare,product_cluster
NIP+FAB Retinol Fix Sheet Mask 10g,Mask,NIP+FAB,Budget,7.95,Budget,35,2,4,0.4487319422150883,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,2
Origins Clear Improvement Charcoal Honey Mask to Purify and Nourish 75ml,Mask,Origins,Mid-range,30.0,Mid-range,46,1,3,0.39531300160513644,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
Filorga Hydra-Filler Mask 23g,Mask,Filorga,Mid-range,10.0,Budget,18,4,3,0.44947030497592294,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1
Bulldog Oil Control Face Mask 100ml,Mask,Bulldog,Budget,4.5,Budget,19,1,2,0.231107544141252,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
MAGICSTRIPES Chin & Cheek Lifting Mask (1 Mask),Mask,MAGICSTRIPES,Budget,10.0,Budget,9,1,2,0.1861637239165329,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Neutrogena Purifying Boost Hydrogel Recovery Mask 30ml,Mask,Neutrogena,Budget,3.99,Budget,24,1,2,0.25357945425361156,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
APIVITA Express Line Reducing Face Mask - Grape 2x8ml,Mask,APIVITA,Budget,4.0,Budget,49,2,4,0.511653290529695,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
PIXI Collagen Plumping Mask 45ml,Mask,PIXI,Mid-range,18.0,Affordable,39,2,4,0.4667094703049759,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,2
FOREO UFO Activated Masks - Make My Day (7 Pack),Mask,FOREO,Mid-range,9.99,Budget,16,2,2,0.27762439807383626,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Elemis Pro-Collagen Hydra-Gel Eye Mask (Pack of 6),Mask,Elemis,Premium,52.0,Premium,25,2,1,0.2752166934189406,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
REN Clean Skincare Clarimatte Invisible Pores Detox Mask,Mask,REN,Premium,28.0,Mid-range,26,1,3,0.30542536115569824,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
Eve Lom Rescue Mask (100ml),Mask,Eve,Premium,55.0,Premium,12,1,2,0.19964686998394862,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
GLAMGLOW Supermud Mask 50g,Mask,GLAMGLOW,Premium,44.0,Mid-range,37,4,4,0.577720706260032,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1
BeautyPro Nourishing Collagen Sheet Mask with Olive Extract,Mask,BeautyPro,Budget,4.95,Budget,24,1,1,0.2107223113964687,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Oh K! Chok Chok Smoothing Undereye Mask 2 x 1.5g,Mask,Oh,Budget,4.25,Budget,29,5,4,0.6017656500802567,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,1
AHAVA Purifying Mud Mask 100ml,Mask,AHAVA,Budget,28.99,Mid-range,40,4,5,0.6340609951845907,0,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1
BeautyPro THERMOTHERAPY Warming Gold Foil Mask 30g,Mask,BeautyPro,Budget,5.95,Budget,25,2,1,0.2752166934189406,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
L'Oréal Paris Pure Clay Blemish Rescue Face Mask 50ml,Mask,L'Oréal,Budget,7.99,Budget,26,3,4,0.4682825040128411,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1
Garnier Pure Active Anti Blackhead Charcoal Mask Peel Off,Mask,Garnier,Budget,7.99,Budget,17,4,3,0.444975922953451,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1
Chantecaille Jasmine & Lily Healing Mask,Mask,Chantecaille,Premium,75.0,Premium,39,2,5,0.5095666131621188,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0
Omorovicza Deep Cleansing Mask (50ml),Mask,Omorovicza,Premium,72.0,Premium,21,3,3,0.4029534510433387,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1
Sukin Oil Balancing + Charcoal Anti-Pollution Facial Masque 100ml,Mask,Sukin,Budget,11.95,Affordable,35,1,2,0.3030176565008026,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
La Roche-Posay Hydraphase Intense Masque 50ml,Mask,La Roche-Posay,Mid-range,18.0,Affordable,9,1,2,0.1861637239165329,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Peter Thomas Roth Pumpkin Enzyme Mask 150ml,Mask,Peter Thomas Roth,Premium,50.0,Mid-range,20,1,3,0.27845906902086676,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
AHAVA Single Use Hydration Cream Mask 8ml,Mask,AHAVA,Budget,2.36,Budget,39,1,3,0.3638523274478331,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
Sanctuary Spa 5 Minute Thermal Charcoal Detox Mask 75ml,Mask,Sanctuary Spa,Budget,10.0,Budget,14,1,3,0.25149277688603533,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
Shiseido Benefiance Pure Retinol Express Smoothing Eye Mask x 12 Sachets,Mask,Shiseido,Premium,62.0,Premium,35,1,4,0.3887319422150883,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,2
Murad Pore Extractor Pomegranate Mask,Mask,Murad,Premium,30.0,Mid-range,36,1,4,0.3932263242375602,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0
Holika Holika Skin Rescuer Mask Sheet - Vita C,Mask,Holika Holika,Budget,3.95,Budget,23,5,3,0.5319422150882824,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1
BARBER PRO Gentlemen's Sheet Mask Rejuvenating and Hydrating with Anti-Ageing Collagen,Mask,BARBER,Budget,4.95,Budget,24,1,1,0.2107223113964687,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
APIVITA Moisturizing Face Mask - Aloe 50ml,Mask,APIVITA,Budget,12.3,Affordable,35,2,2,0.3630176565008026,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Project Lip Mask,Mask,Project,Budget,3.95,Budget,35,2,5,0.4915890850722312,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,2
AHAVA Uplifting & Firming Sheet Mask,Mask,AHAVA,Budget,6.3,Budget,22,2,2,0.3045906902086677,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Antipodes Halo Skin Brightening Facial Mud Mask 75g,Mask,Antipodes,Premium,26.99,Mid-range,34,3,5,0.5470947030497593,0,1,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1
APIVITA Deep Cleansing Face Mask - Green Clay 50ml,Mask,APIVITA,Budget,12.3,Affordable,38,1,2,0.3165008025682183,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
L'Oréal Paris Pure Clay Glow Face Mask 50ml,Mask,L'Oréal,Budget,7.99,Budget,27,3,1,0.3442054574638845,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
The Ordinary Lactic Acid 10% + HA 2% Superficial Peeling Formulation 30ml,Peel,The Ordinary,Budget,6.1,Budget,17,1,2,0.22211878009630814,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
The Ordinary Lactic Acid 5% + HA 2% Superficial Peeling Formulation 30ml,Peel,The Ordinary,Budget,5.8,Budget,16,1,2,0.21762439807383627,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
The INKEY List Apple Cider Vinegar Acid Peel 30ml,Peel,The INKEY List,Budget,14.99,Affordable,24,1,2,0.25357945425361156,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Elemis Papaya Enzyme Peel 50ml,Peel,Elemis,Premium,35.0,Mid-range,30,4,3,0.5034028892455858,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1
AHAVA Single Use Facial Renewal Peel 8ml,Peel,REN,Premium,2.36,Budget,28,2,3,0.37441412520064205,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
PIXI Peel and Polish,Peel,PIXI,Mid-range,24.0,Affordable,42,3,4,0.5401926163723916,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1
Elizabeth Arden Visible Difference Peel & Reveal Revitalizing Mask (50ml),Peel,Elizabeth Arden,Premium,26.0,Mid-range,28,1,1,0.22869983948635633,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3
Murad Replenishing Multi-Acid Peel 100ml,Peel,Murad,Premium,48.0,Mid-range,34,4,3,0.5213804173354735,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1
Peter Thomas Roth FirmX Peeling Gel 100ml,Peel,Peter Thomas Roth,Premium,40.0,Mid-range,24,1,2,0.25357945425361156,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Murad Intensive-C Radiance Peel 50ml,Peel,Murad,Premium,55.0,Premium,28,4,3,0.49441412520064204,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,1,0,2
Peter Thomas Roth Peptide 21 Amino Acid Exfoliating Peel Pads - 60 Pads,Peel,Peter Thomas Roth,Premium,41.6,Mid-range,51,4,5,0.6834991974317817,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1
Lancer Skincare Caviar Lime Acid Peel 50ml,Peel,Lancer,Premium,90.0,Premium,42,2,4,0.48019261637239163,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,2
Alpha-H Beauty Sleep Power Peel 50ml,Peel,Alpha-H,Premium,43.2,Mid-range,48,2,5,0.5500160513643659,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,2
Elemis Peptide4 Overnight Radiance Peel 30ml,Peel,Elemis,Premium,56.0,Premium,39,1,3,0.3638523274478331,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
PIXI Hydrating Milky Peel 80ml,Peel,PIXI,Mid-range,24.0,Affordable,30,2,2,0.340545746388443,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Embryolisse Gentle Night Peeling Care Radiance Secret 40ml,Peel,Embryolisse,Budget,18.0,Affordable,30,1,2,0.280545746388443,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Estée Lauder Perfectionist Pro Instant Resurfacing Peel with 9.9% AHAs + BHA,Peel,Estée Lauder,Premium,56.7,Premium,37,2,2,0.37200642054574634,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1
L'Oréal Paris Revitalift Laser Glycolic Peel Pads x 25 Pads,Peel,L'Oréal,Budget,22.49,Affordable,19,1,3,0.2739646869983948,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
Radical Skincare Express Delivery Enzyme Peel 50ml,Peel,Radical,Premium,45.0,Mid-range,39,5,3,0.6038523274478331,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1
Dermalogica Rapid Reveal Peel,Peel,Dermalogica,Premium,71.1,Premium,27,1,2,0.2670626003210273,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Radical Skincare Detox Charcoal Enzyme Peel 50ml,Peel,Radical,Premium,45.0,Mid-range,36,5,3,0.5903691813804173,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1
Polaar Northern Light Micro-Peeling Foam 100ml,Peel,Polaar,Mid-range,28.0,Mid-range,32,1,2,0.28953451043338685,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Omorovicza Blue Diamond Peel (50ml),Peel,Omorovicza,Premium,155.0,Luxury,34,1,6,0.4699518459069021,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,2
VERSO Enzyme Peel 50ml,Peel,VERSO,Premium,80.0,Premium,22,4,3,0.46744783306581056,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1
Natura Bissé Glyco Extreme Peel 30ml,Peel,Natura,Premium,230.0,Luxury,33,1,3,0.3368860353130016,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,2
Natura Bissé Tolerance Enzyme Peel 50ml,Peel,Natura,Premium,89.0,Premium,27,5,4,0.592776886035313,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1
Mavala Skin Vitality Beauty Enhancing Micro-Peel 65ml,Peel,Mavala,Budget,17.0,Affordable,27,2,3,0.3699197431781701,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Goldfaden MD Fresh A Peel Multi Acid Resurfacing Peel 50ml,Peel,Goldfaden,Premium,50.25,Premium,6,1,1,0.1298234349919743,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3
Manuka Doctor ApiClear Facial Peel 100ml,Peel,Manuka,Mid-range,29.99,Mid-range,35,1,4,0.3887319422150883,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
Comfort Zone Sublime Skin Peel Pad (14 Pack),Peel,Comfort,Premium,80.0,Premium,11,4,3,0.4180096308186196,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1
Recipe for Men Peeling Mask,Peel,Recipe,Mid-range,25.0,Affordable,26,1,2,0.26256821829855537,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Comfort Zone Essential Peeling 60ml,Peel,Comfort,Premium,30.0,Mid-range,24,2,3,0.35643659711075437,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
CeraVe Eye Repair Cream 14ml,Eye Care,CeraVe,Budget,12.0,Affordable,38,5,4,0.642215088282504,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1
The INKEY List Caffeine Eye Serum 15ml,Eye Care,The INKEY List,Budget,8.99,Budget,28,1,3,0.31441412520064205,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,2
Avène Soothing Eye Contour Cream 10ml,Eye Care,Avène,Budget,10.0,Budget,16,1,1,0.17476725521669342,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Bobbi Brown Extra Eye Repair Cream 15ml,Eye Care,Pai,Premium,48.5,Mid-range,49,1,3,0.4087961476725522,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,2
Antipodes Kiwi Seed Oil Eye Cream 30ml,Eye Care,Antipodes,Premium,27.99,Mid-range,14,1,4,0.29434991974317815,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0
La Roche-Posay Toleriane Ultra Eyes (20ml),Eye Care,La Roche-Posay,Mid-range,16.0,Affordable,17,4,4,0.4878330658105938,1,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,0,1
Bobbi Brown Hydrating Eye Cream 15ml,Eye Care,Bobbi Brown,Premium,33.5,Mid-range,31,1,2,0.2850401284109149,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
First Aid Beauty Skin Lab Retinol Eye Cream with Triple Hyaluronic Acid 15ml,Eye Care,First Aid Beauty,Mid-range,34.0,Mid-range,54,2,5,0.5769823434991974,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,2
Medik8 Retinol Eye TR Serum 7ml,Eye Care,Medik8,Premium,19.0,Affordable,10,1,1,0.14780096308186194,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,3
Clinique All About Eyes Eye Cream 15ml,Eye Care,Clinique,Mid-range,27.5,Mid-range,34,1,2,0.29852327447833066,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Clinique Moisture Surge Eye 96-Hour Hydro-Filler Concentrate 15ml,Eye Care,Clinique,Mid-range,27.5,Mid-range,52,4,5,0.6879935794542537,1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,0,1
VICHY Minéral 89 Eyes Hyaluronic Acid +Caffeine 15ml,Eye Care,VICHY,Mid-range,20.0,Affordable,13,1,1,0.16128410914927768,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
La Roche-Posay Redermic [R] Retinol Eye Cream 15ml,Eye Care,La Roche-Posay,Mid-range,27.0,Mid-range,22,1,3,0.28744783306581057,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,2
Liz Earle Eyebright Soothing Eye Lotion 150ml Bottle,Eye Care,Liz Earle,Mid-range,16.0,Affordable,16,2,2,0.27762439807383626,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
PIXI Retinol Eye Cream 25ml,Eye Care,PIXI,Mid-range,22.0,Affordable,33,2,3,0.3968860353130016,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,2
Elemis Pro-Collagen Advanced Eye Treatment (15ml),Eye Care,Elemis,Premium,46.0,Mid-range,38,1,1,0.27364365971107546,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
L’Oréal Paris Revitalift Filler Renew Eye Cream (15ml),Eye Care,REN,Premium,19.99,Affordable,24,1,1,0.2107223113964687,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Bulldog Age Defence Eye Roll-On 15ml,Eye Care,Bulldog,Budget,7.5,Budget,21,1,3,0.2829534510433387,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
La Roche-Posay Hydraphase Intense Eyes 15ml,Eye Care,La Roche-Posay,Mid-range,16.0,Affordable,15,1,2,0.21313001605136433,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Balance Me Wonder Eye Cream 15ml,Eye Care,Balance,Mid-range,16.0,Affordable,38,1,3,0.35935794542536115,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Medik8 C-Tetra Eye Serum 7ml,Eye Care,Medik8,Premium,19.0,Affordable,7,1,1,0.13431781701444623,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3
Fade Out Advanced Even Skin Tone Eye Defence Cream 15ml,Eye Care,Fade Out,Budget,9.99,Budget,35,4,4,0.5687319422150883,1,1,0,1,1,1,0,1,0,0,1,0,1,0,1,1,0,1
Estée Lauder Advanced Night Repair Matrix Synchronized Recovery Eye Concentrate 15ml,Eye Care,Estée Lauder,Premium,44.1,Mid-range,55,1,2,0.39290529695024073,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2
L'Oréal Paris Dermo Expertise Revitalift Anti-Wrinkle + Firming Eye Cream (15ml),Eye Care,L'Oréal,Budget,11.49,Affordable,30,1,3,0.32340288924558586,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
DHC Revitalizing Moisture Strip: Eyes - 6 Applications,Eye Care,DHC,Mid-range,9.0,Budget,22,1,3,0.28744783306581057,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
Lancôme Advanced Génifique Eye Care 15ml,Eye Care,Lancôme,Premium,39.15,Mid-range,45,1,4,0.4336757624398073,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
La Roche-Posay Hyalu B5 Eyes 15ml,Eye Care,La Roche-Posay,Mid-range,25.5,Mid-range,46,2,5,0.5410272873194222,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,2
Estée Lauder Daywear Eye Cooling Anti-Oxidant Moisture Gel Créme,Eye Care,Estée Lauder,Premium,26.55,Mid-range,40,1,2,0.3254895666131621,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Elemis Pro-Collagen Eye Renewal 15ml,Eye Care,Elemis,Premium,69.0,Premium,25,1,2,0.25807383627608343,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Medik8 Advanced Night Eye 15ml,Eye Care,Medik8,Premium,36.0,Mid-range,38,4,4,0.582215088282504,1,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,0,1
GLAMGLOW Bright Eyes Cream 15ml,Eye Care,GLAMGLOW,Premium,29.0,Mid-range,61,3,5,0.6684430176565008,1,1,0,0,1,1,0,1,1,1,1,0,0,0,1,1,0,2
PIXI 24K Eye Elixir 10ml,Eye Care,PIXI,Mid-range,22.0,Affordable,27,2,4,0.412776886035313,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,2
Caudalie VineActiv Energizing and Smoothing Eye Cream 15ml,Eye Care,Caudalie,Mid-range,27.5,Mid-range,33,1,4,0.37974317817014447,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,2
Murad Resurgence Renewing Eye Cream (15ml),Eye Care,Murad,Premium,65.0,Premium,46,2,4,0.49817014446227925,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,2
La Roche-Posay Pigmentclar Eyes 15ml,Eye Care,La Roche-Posay,Mid-range,25.5,Mid-range,35,4,4,0.5687319422150883,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1
Avene Gentle Eye Make-Up Remover 125ml,Eye Care,Avene,Budget,10.0,Budget,6,1,1,0.1298234349919743,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3
REN Clean Skincare Keep Young and Beautiful Firm and Lift Eye Cream,Eye Care,REN,Premium,33.0,Mid-range,26,2,4,0.40828250401284105,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,2
L'Oréal Paris Gentle Eye Make-Up Remover 125ml,Eye Care,L'Oréal,Budget,3.49,Budget,21,1,2,0.24009630818619582,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
DECLÉOR Jasmine Eye Cream 15ml,Eye Care,DECLÉOR,Premium,25.9,Mid-range,47,4,7,0.7512359550561798,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1
Dermalogica Multivitamin Power Firm 15ml,Eye Care,Dermalogica,Premium,42.75,Mid-range,16,1,3,0.26048154093097914,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
Clinique Repairwear Anti-Gravity Eye Cream 15ml,Eye Care,Clinique,Mid-range,39.5,Mid-range,46,1,5,0.4810272873194221,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,2
First Aid Beauty Eye Duty Triple Remedy Overnight Balm (15ml),Eye Care,First Aid Beauty,Mid-range,28.0,Mid-range,39,4,4,0.5867094703049759,1,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,0,1
Lumene Nordic Hydra [Lähde] Purity Dew Drops Hydrating Eye Gel 15ml,Eye Care,Lumene,Budget,14.9,Affordable,35,2,2,0.3630176565008026,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
L'Oréal Paris Absolute Eye and Lip Make-Up Remover 125ml,Eye Care,L'Oréal,Budget,5.49,Budget,10,1,1,0.14780096308186194,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Elemis Peptide Eye Recovery Cream 15ml,Eye Care,Elemis,Premium,38.0,Mid-range,25,2,2,0.31807383627608343,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Goldfaden MD Bright Eyes Dark Circle Radiance Concentrate 15ml,Eye Care,Goldfaden,Premium,32.16,Mid-range,26,1,2,0.26256821829855537,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
L'Oréal Men Expert Hydra Energetic Cooling Eye Roll-On (10ml),Eye Care,L'Oréal,Budget,10.99,Affordable,26,2,2,0.32256821829855536,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2
Clinique Pep Start Eye Cream 15ml,Eye Care,Clinique,Mid-range,24.0,Affordable,43,1,4,0.42468699839486357,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,2
Lancôme Rénergie Multi-Lift Eye Cream 15ml,Eye Care,Lancôme,Premium,44.55,Mid-range,46,4,7,0.7467415730337079,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1
Bulldog Energising Eye Roll On 15ml,Eye Care,Bulldog,Budget,7.5,Budget,21,1,3,0.2829534510433387,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
Avène Refreshing Eye Contour 15ml,Eye Care,Avène,Budget,16.0,Affordable,17,1,2,0.22211878009630814,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Manuka Doctor ApiNourish Age-Defying Eye Cream 15ml,Eye Care,Manuka,Mid-range,10.99,Affordable,28,1,3,0.31441412520064205,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,2
VICHY Aqualia Thermal Eye Awakening Balm (15ml),Eye Care,VICHY,Mid-range,15.0,Affordable,15,1,1,0.1702728731942215,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
DECLÉOR Hydra Floral Everfresh Hydrating Wide-Open Eye Gel,Eye Care,DECLÉOR,Premium,24.5,Affordable,18,4,3,0.44947030497592294,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1
Medik8 Eyelift Peptides 15ml,Eye Care,Medik8,Premium,38.0,Mid-range,32,1,4,0.37524879614767254,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,2
Shiseido Exclusive Ultimune Eye Power Infusing Eye Concentrate 15ml,Eye Care,Shiseido,Premium,58.0,Premium,41,1,3,0.3728410914927769,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Dermalogica Total Eye Care 15ml,Eye Care,Dermalogica,Premium,40.5,Mid-range,38,2,5,0.5050722311396468,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0
Dermalogica Intensive Eye Repair (15ml),Eye Care,Pai,Premium,44.55,Mid-range,42,2,3,0.4373354735152488,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
benefit It's Potent Brightening Eye Cream 14g,Eye Care,benefit,Mid-range,29.0,Mid-range,49,1,4,0.45165329052969505,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,2
DECLÉOR Prolagène Lift Lavandula Iris - Lift and Firm Eye Care 15ml,Eye Care,DECLÉOR,Premium,35.0,Mid-range,48,1,5,0.490016051364366,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,2
Skin Doctors Instant Eyelift (10ml),Eye Care,Skin Doctors,Mid-range,21.99,Affordable,12,1,1,0.15678972712680578,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Instant Effects Instant Eye Lift,Eye Care,Instant,Mid-range,24.99,Affordable,30,1,2,0.280545746388443,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Aesop Parsley Seed Anti-Oxidant Eye Serum 15ml,Eye Care,Aesop,Premium,57.0,Premium,24,2,1,0.2707223113964687,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Murad Essential C Eye Cream SPF15 15ml,Eye Care,Murad,Premium,60.0,Premium,38,4,5,0.6250722311396468,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,2
Medik8 r-Retinoate Day and Night Eye Serum 15ml,Eye Care,Medik8,Premium,90.0,Premium,28,1,4,0.35727126805778486,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0
Origins GinZing Refreshing Eye Cream to Brighten and Depuff On-the-Go 10ml,Eye Care,Origins,Mid-range,18.0,Affordable,50,2,4,0.5161476725521669,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,2
